IDEmpresa;Nombre Comercial;Web;Dirección;C.P.;Localidad;Provincia;HEART OF SPAIN
2113;EMBUTIDOS FLORES;www.embutidosflores.com;CALLE SALAS POMBO S/N;37114;VILLASECO DE LOS GAMITOS;SALAMANCA;
2122;LUIS DOMINGO HERNANDEZ E HIJOS;www.luisdomingo.com;POL. INDUSTRIAL RIO MARGAÑAN 1-2;37770;GUIJUELO;SALAMANCA;
2765;PRODUCTOS VIRGEN DEL BREZO;www.virgendelbrezo.com;CARRETERA DE LA VALDAVIA 13;34870;SANTIBAÑEZ DE LA PEÑA;PALENCIA;
2807;QUESOS HERNANDEZ GARCIA;www.quesoshernandezgarcia.com;CARRETERA VALLADOLID S/N;47639;VILLALBA DE LOS ALCORES;VALLADOLID;
24378;GARRAPIÑADAS MARIO SANCHEZ;;CALLE GABRIEL Y GALAN 5  3º A;37700;BEJAR;SALAMANCA;
32540;BODEGAS Y VIÑEDOS ACEÑA;www.terraesteban.com;POL. INDUSTRIAL LAS CARRETAS CALLE C 1;42330;SAN ESTEBAN DE GORMAZ;SORIA;
32721;TENOIRA GAYOSO;www.tenoiragayoso.com;URBANIZACION EL GUINDALEDO S/N;24500;VILLAFRANCA DEL BIERZO;LEON;
33140;BODEGAS BRIONES ABAD;www.cantamuda.com;CALLE ISABEL LA CATOLICA 42;09300;ROA;BURGOS;
33186;LICORES LOS PINARES;www.licoreslospinares.es;CALLE LA MUÑOZA 5;40442;SAMBOAL;SEGOVIA;
34505;TERMINO DE MIRANDA;www.terminodemiranda.es;CARRETERA DE LA NARRA 100   A;09200;MIRANDA DE EBRO;BURGOS;
36234;BODEGAS J. FLORES;www.bodegasjflores.com;CALLE ARBOL DEL PARAISO 15;47300;PEÑAFIEL;VALLADOLID;
37051;CHOCOLATE REFART;www.chocolaterefart.com;CARRETERA DE LA ALDEHUELA (VIVERO DE EMPRESAS) NAVE 9;49021;ZAMORA;ZAMORA;
38835;BODEGAS Y VIÑEDOS VICARAL;www.vicaralwines.com;CARRETERA CL610, KM. 24;47231;SERRADA;VALLADOLID;
38915;ELABORADOS Y PRODUCTOS CARNICOS DE LEON;www.boezaleon.es;POL. INDUSTRIAL VILLADANGOS C/2  50;24392;VILLADANGOS DEL PARAMO;LEON;
38955;HACIENDA TINTAURUS;;CARRETERA NACIONAL 122 KM. 433;49800;TORO;ZAMORA;
39675;AGROBERRY ORIGINAL FROM ZAMORA;http://www.agroberry.es;CARRETERA ZAMORA 16;49183;ALMENDRA;ZAMORA;
196;PABLO A. VILLALPANDO;www.quesospabloalonsomartin.com;CALLE REAL 27;49630;VILLALPANDO;ZAMORA;
204;ALTA MORAÑA;www.amsc.es;CARRETERA SAN PEDRO PAPATRIGO KM. 1;05350;SAN PEDRO DEL ARROYO;AVILA;
271;AROTZ FOODS;www.arotz.com;CARRETERA SAGUNTO BURGOS KM. 399;42149;NAVALENO;SORIA;
432;BODEGA VALDRINAL;www.valdrinal.com;CAMINO DE LA VEGA S/N, POL. 4, PARC. 130-133;40533;ALDEHORNO;SEGOVIA;
546;BODEGAS PASCUAL;www.bodegaspascual.com;CARRETERA DE ARANDA KM. 5;09471;FUENTELCESPED;BURGOS;
598;BODEGAS VEGA SAUCO;www.vegasauco.com;CARRETERA NACIONAL 122 KM. 417,8;49810;MORALES DE TORO;ZAMORA;
620;BODEGAS Y VIÑEDOS FERNANDEZ RIVERA;https://familiafernandezrivera.com;CALLE FINCA LA GRANJA;49420;VADILLO DE LA GUAREÑA;ZAMORA;
844;CASTA NOBLE;www.castanoble.com;AVENIDA ASTORGA 13;24794;RIEGO DE LA VEGA;LEON;
845;CASTAÑAS CAMPELO EXPORTACION;www.campelo.net;CALLE RUA NUEVA 32;24500;VILLAFRANCA DEL BIERZO;LEON;
1590;MIEL LOS MONTES TOROZOS;www.mielmontestorozos.es;CALLE JOSE ANTONIO 11;47641;CASTROMONTE;VALLADOLID;
2010;LA MOLDERA Y LA TRASHUMANCIA.;www.lamolderareal.com;CALLE LARGA S/N;24732;SANTIAGO MILLAS;LEON;
2139;LA ESPIGA DE CASTILLA;;CALLE CERRADA 14;37427;VELLES (LA);SALAMANCA;
2422;BODEGAS ROQUESAN;www.roquesan.es;CAMINO DE LA BODEGA S/N;09454;QUEMADA;BURGOS;
2537;PANADERIA SALAZAR;www.panaderiasalazar.com;CALLE LA PLATA 2;34440;FROMISTA;PALENCIA;
2649;BODEGAS VIZAR;www.bodegasvizar.es;CARRETERA NACIONAL 122 KM. 342;47329;VILLABAÑEZ;VALLADOLID;
2737;PRODUCTOS CARNICOS EL CASTRO;www.pcelcastro.com;CALLE EL VALLE S/N;24760;CASTROCALBON;LEON;
30340;QUESOS GARCIA FILLOY;www.quesosfilloy.com;CALLE GENERAL FRANCO 22;37220;FREGENEDA (LA);SALAMANCA;
32460;AGUAS DE SAN JOAQUIN;www.aguasdesanjoaquin.com;CALLE FINCA DE SAN JOAQUIN DE HUELMOS DEL CAÑEDO S/N;37798;VALDUNCIEL;SALAMANCA;
33327;NEXUS BODEGAS;https://bodegasnexusfrontaura.com/;CARRETERA DE PESQUERA A RENEDO S/N;47315;PESQUERA DE DUERO;VALLADOLID;
35702;MONASTERIO SAN MIGUEL DE LA ESCALADA;www.monasteriodesanmigueldeescalada.com;CALLE LA FRAGUA 12;24166;SAN MIGUEL DE ESCALADA;LEON;
35754;JESUS SANCHEZ DE ARRIBA E HIJAS;www.jamondoguijuelo.com;CALLE ENTRECARRERAS S/N;37720;PUERTO DE BEJAR;SALAMANCA;
36772;AGRYBO 2020;www.bodeganegredo.com;CARRETERA N 622 P.K. 85 (DESVIO VILLAMAN);34257;PALENZUELA;PALENCIA;
38595;MERMELICIAS DE GREDOS;www.mermelicias.com;CARRETERA CANDELEDA-AVILA KM  924;05400;ARENAS DE SAN PEDRO;AVILA;
39055;VIÑAS MURILLO;www.vinasmurillo.es;POL. INDUSTRIAL 1 PARC 23;47238;ALCAZAREN;VALLADOLID;
39175;AGUAS MINERALES DE AVILA;www.ursu9.es/es;CARRETERA SANCHIDRIAN-SALAMANCA KM. 17;05164;OSO (EL);AVILA;
39335;GONZALEZ GARCIA, FRANCISCO JOSE;http://www.mielegante.es;CALLE EL CAÑO 7;47134;TORRELOBATON;VALLADOLID;
40015;DELICATESSEN CASTRO VALNERA;https://delicatessencastrovalnera.com/;POL. INDUSTRIAL VILLASANTE DE MONTIJA 23;09569;VILLASANTE;BURGOS;
231;QUESERIA LA CASONA DE LOS PISONES;www.lacasonadelospisones.com;PASEO LOS PISONES 205B;09001;BURGOS;BURGOS;
297;ASOVINO;www.asovino.com;AVENIDA  TRES CRUCES 35 ENTREPLANTA A;49008;ZAMORA;ZAMORA;
324;BALTASAR MORALEJO E HIJOS;www.pagolosvivales.com;POL. INDUSTRIAL 1 PARC. 33 FINCA PAGO DE LOS VIVALES;49530;CORESES;ZAMORA;AUTORIZADO
585;PEÑAMONTE;www.bodegastorreduero.com;POL. INDUSTRIAL NORTE PARC. 5;49800;TORO;ZAMORA;
1032;NTRA. SRA. DE LA ANTIGUA;www.quesosvaldeperocooperativa.com;PASEO TEOFILO CALZADA S/N;34419;FUENTES DE VALDEPERO;PALENCIA;
1215;IBERICOS EL CARPIO HERMANOS MARCOS;www.ibericosdelcarpio.com;CARRETERA ALAEJOS-ATAQUINES KM. 26;47470;CARPIO;VALLADOLID;
1216;EMBUTIDOS DE PABLO;www.embutidosdepablo.com;PLAZA LA FUENTE S/N;42172;COLLADO (EL);SORIA;
1228;EMBUTIDOS FERMIN;www.embutidosfermin.com;CARRETERA DE SALAMANCA KM. 77,300;37624;ALBERCA (LA);SALAMANCA;
1573;IBISMA;www.ibisma.com;POL. INDUSTRIAL LOS VILLARES C/ NICARAGUA 44-45;37184;POLIGONO INDUSTRIAL LOS VILLARES;SALAMANCA;
1646;LA VENTA TABANERA;www.laventatabanera.com;AUTOVIA 601 SALIDA KM. 91;40291;TABANERA LA LUENGA;SEGOVIA;
1739;HIJOS DE EULALIO ESCARDA;www.lacruzdelpobre.es;CALLE CAÑADA 40;47430;PEDRAJAS DE SAN ESTEBAN;VALLADOLID;
1789;HORNILLOS BALLESTEROS;www.hornillosballesteros.info;CALLE EL MOLINO 34;09300;ROA;BURGOS;
1941;IBERICOS JIBER;www.jamonesjiber.com;CALLE POLIG. AGROALIMENTARIO SIERRA DE GREDOS 5 APDO. DE CORREOS 107;37770;GUIJUELO;SALAMANCA;
2387;MORCILLAS MORVEGA;www.morcillasmorvega.es;POL. INDUSTRIAL LA HERRERA I;24812;SAELICES DE SABERO;LEON;
2734;PEÑIN CHOCOLATIER;www.peninseleccion.com;POL. INDUSTRIAL DE VALDERREY C/ AMERICA 10;24793;VALDERREY;LEON;
2753;PRODUCTOS LACTEOS OVEJERO;https://quesosovejero.es/;POL. INDUSTRIAL LA VEGA C/ AVILA 2;09240;BRIVIESCA;BURGOS;
3016;CECINAS EMETERIO SANCHEZ;www.cecinasemeteriosanchez.com;CALLE SAN MIGUEL 12;34140;VILLARRAMIEL;PALENCIA;
3029;FARIZA Y LA FAYA;www.lafaya.es;CALLE TORAL 47;49213;FARIZA;ZAMORA;
15050;JULIAN RAMOS TABARES;www.julianramostabares.com;CALLE CORRALILLOS 14;37770;GUIJUELO;SALAMANCA;
31840;QUESOS LA OLMEDA;;CALLE DEL RIO 32;34116;LAGUNILLA DE LA VEGA;PALENCIA;
32500;PAGO TRASLAGARES;www.traslagares.com;AUTOVIA DEL NOROESTE A-6 KM. 166,400 MARGEN DERECHO;47490;RUEDA;VALLADOLID;
32504;BODEGAS NAVALTALLAR;www.navaltallar.com;CARRETERA CARRASCAL S/N POLIG. 1 PARC. 3-4;40331;NAVALILLA;SEGOVIA;
33240;"PRODUCTOS ""EL VILLAR""";www.productoselvillar.com;CARRETERA DE TORRELOBATON 6;47134;GALLEGOS DE HORNIJA;VALLADOLID;
35853;CARNICAS ZARATAN;www.iberianstarfoods.es;POL. INDUSTRIAL SAN CRISTOBAL C/ CROMO 37;47012;VALLADOLID;VALLADOLID;
38455;IBERICOS JOSE PUERTO;www.josepuerto.es;CALLE VALLADOLID 9;37439;CASTELLANOS DE MORISCOS;SALAMANCA;
39577;MALVID VERDEJO;https://www.lasecanasverdejo.es/;CALLE LA SALETA 10  1 C;47491;SECA (LA);VALLADOLID;AUTORIZADO
40155;ORO DEL DUERO;https://orodelduero.com;CALLE PIO BASANTA 46;47250;MOJADOS;VALLADOLID;
428;BODEGA DOBLE R;ww.bodegadobler.com;CARRETERA DE VALLADOLID 1;09315;FUENTECEN;BURGOS;
572;BODEGAS SEÑORIO DE NAVA;www.senoriodenava.es;CARRETERA VALLADOLID-SORIA KM. 62;09318;NAVA DE ROA;BURGOS;
584;BODEGAS TORREDEROS;www.torrederos.com;CARRETERA VALLADOLID KM. 289,300;09318;FUENTELISENDO;BURGOS;
603;BODEGAS VINOS DE LEON;www.bodegasvinosdeleon.es;CALLE LA VEGA S/N;24009;LEON;LEON;
644;BODEGAS Y VIÑEDOS VALDERIZ;www.valderiz.com;CARRETERA DE PEDROSA KM. 1;09300;ROA;BURGOS;
799;CARNICAS TEBI;;CAMINO DE CARPIO S/N;47464;NUEVA VILLA DE LAS TORRES;VALLADOLID;
1033;CAMPAL;www.legumbresdesalamanca.es;CARRETERA DE GOMECELLO KM. 0,5;37427;PEDROSILLO EL RALO;SALAMANCA;
1178;ECOMANJAR;www.ecomanjar.com;CAMINO DE CANTALEJO S/N;40352;LASTRAS DE CUELLAR;SEGOVIA;
1214;EMBUTIDOS DE CARDE¿A;www.morcilladeburgos.com;CALLE LA VEGA 111;09194;CARDEÑADIJO;BURGOS;
1240;EMBUTIDOS RIOS;www.embutidosrios.es;POL. INDUSTRIAL LAS MERINDADES 8;09550;VILLARCAYO;BURGOS;
1594;GORDONZELLO;www.gordonzello.com;CALLE ALTO DE SANTA MARINA S/N;24294;GORDONCILLO;LEON;
1603;GRANJA PINILLA;www.granjapinilla.com;CALLE LAS CALLEJAS S/N;47440;MEGECES;VALLADOLID;
1800;HORTICOLA ESMA;www.horticolaesma.com;CARRETERA VALLADOLID-MEDINA DEL CAMPO KM. 20,6;47239;VILLANUEVA DE DUERO;VALLADOLID;
1938;JESUS PALOMO E HIJOS;www.jesuspalomoehijos.com;CARRETERA YANGUAS 7;40360;CANTIMPALOS;SEGOVIA;
2012;FABRICA DE HARINAS LA PALENTINA;www.harinaslapalentina.es;CARRETERA PALENCIA-SANTANDER N-611 KM. 13,200;34419;VILLALOBON;PALENCIA;
2219;MARCIAL CASTRO;www.marcialguijuelo.es;POL. INDUSTRIAL 1-2 C/ 1 8;37770;GUIJUELO;SALAMANCA;
2292;MATADERO DE GUIJUELO;www.maguisa.net;CALLE FILIBERTO VILLALOBOS 2;37770;GUIJUELO;SALAMANCA;
2424;BODEGAS RAIZ Y PARAMO DE GUZMAN;"www.paramodeguzman.es; https://raizdeguzman.com/";CARRETERA CIRCUNVALACION R-30 S/N;09300;ROA;BURGOS;
26554;BODEGAS SERVILIO-ARRANZ;www.bodegaservilio.com;CALLE ONESIMO REDONDO 39;47315;PESQUERA DE DUERO;VALLADOLID;
31340;BODEGAS DIVINA PROPORCION;www.divinaproporcionbodegas.com;POL. INDUSTRIAL 2 CAMINO DEL CRISTO PARC. 692;49800;TORO;ZAMORA;
32582;BOLLERIA MARIANO HERNANDEZ;www.bolleriamarianohernandez.com;PLAZA DE LA MAGANA 1;05001;AVILA;AVILA;
35701;BODEGA TRES PILARES;www.bodega3pilares.com;CALLE EL RANCHO 3;47491;SECA (LA);VALLADOLID;
35869;VITALUS DISTRIBUCION ALIMENTARIA;www.vitalus.es;CARRETERA ALDEAVIEJA DE TORMES;37779;ALDEAVIEJA DE TORMES;SALAMANCA;
38215;BODEGAS PRIETO PARIENTE;www.josepariente.com;CARRETERA RUEDA KM. 2,5;47491;SECA (LA);VALLADOLID;
22;MARCA DE GARANTÍA CARNE DE CERVERA;http://www.carnedecervera.es;CARRETERA DE AGUILAR PARCELA 38 D;34840;CERVERA DE PISUERGA;PALENCIA;
301;ASTURLESA CENTRAL QUESERA;www.ceaesla.com;AVENIDA CONSTITUCION S/N;24210;MANSILLA DE LAS MULAS;LEON;
311;HUEVOS VELASCO;www.huevosvelasco.com;CARRETERA NACIONAL VI KM. 84,600 CAMINO SAN BARTOLOME S/N;40150;VILLACASTIN;SEGOVIA;
325;ROSQUILLAS BLETISA;www.rosquillasdeledesma.com;CALLE SAN MIGUEL 14;37100;LEDESMA;SALAMANCA;
426;BODEGA REINA DE CASTILLA;www.reinadecastilla.es;CAMINO LA MOYA S/N;47491;SECA (LA);VALLADOLID;
739;CARNES Y EMBUTIDOS LA RIBERA;www.embutidosllamas.com;AVENIDA PRINCIPAL 25;24271;LLAMAS DE LA RIBERA;LEON;
741;CARNICAS ALRO;www.industriascarnicasroal.com;CARRETERA VILLAVICIOSA 18;05130;SOLOSANCHO;AVILA;
1021;COSECHEROS DE ACEITUNAS EL PUENTE;www.aceiteselpuentedegredos.es;PASEO SANTA LUCIA 1;05400;ARENAS DE SAN PEDRO;AVILA;
1189;EL HORNO DE ANGEL;www.elhornodeangel.es;CALLE ORFEBRES 4;34004;PALENCIA;PALENCIA;
1262;EMBUTIDOS SANTA CRUZ DE MONTES;www.embutidosantacruz.com;POL. INDUSTRIAL DEL BIERZO ALTO PARC. Q10-11;24318;SAN ROMAN DE BEMBIBRE;LEON;
1362;CONFITERIA RODRI;www.confiteriarodri.es;AVENIDA PALENCIA 35  BAJO;47010;VALLADOLID;VALLADOLID;
1888;ISIDRO GONZALEZ REVILLA;www.isidrogonzalezrevilla.es;CALLE FERROCARRIL 35;37790;FUENTES DE BEJAR;SALAMANCA;
2069;REPOSTERIA LA GIRALDA DE CASTILLA;www.lagiraldadecastilla.es;CALLE RONDA DE LAS FLORES 10;47230;MATAPOZUELOS;VALLADOLID;
2243;MARTIN CUESTA;www.martincuesta.com;AUTOVIA A-601 SALIDA 66;40240;GOMEZSERRACIN;SEGOVIA;
2846;REPOSTERIA ARTESANA DIVINA PASTORA;www.reposteria-artesana.com;CAMINO DE LA ENCERRADA S/N;09272;FRESNO DE RIO TIRON;BURGOS;
10241;CONSERVAS FILITO;www.helios.es;CARRETERA CUELLAR-OLMEDO KM. 23;47430;ISCAR;VALLADOLID;
30560;HORTICOLAS BERMEJO MANSO;www.horticolasbm.es;CARRETERA SEGOVIA 333 KM. 10,5;40216;CHAÑE;SEGOVIA;
31602;EMBUTIDOS VILLALBLANCO;www.embutidosvillalblanco.es;CALLE SAN ISIDRO 2;49630;VILLALPANDO;ZAMORA;
32200;FUENTE HUMORERA;www.santa-gadea.com;CARRETERA INCINILLAS-VALLE DE MANZANEDO KM. 2 C/ REAL S/N;09558;RIOSECO;BURGOS;AUTORIZADO
32502;CARNICAS MULAS;www.carnicasmulas.com;PASEO DOCTOR TORRES VILLARROEL 2  BAJO;37005;SALAMANCA;SALAMANCA;
33646;CHOCOLATES TRAPA;www.trapa.com;AUTOVIA A-62 KM. 90 S/N;34208;SAN ISIDRO DE DUEÑAS;PALENCIA;
34310;HERMANOS RODRIGUEZ RAMOS;www.larosaiberica.com;CALLE CALVO SOTELO 19;37778;CAMPILLO DE SALVATIERRA;SALAMANCA;
36891;LOS HIDALGO JAMON IBERICO;www.jamoneshidalgo.es;CALLE ZAFIRO 2;37770;GUIJUELO;SALAMANCA;
36931;MIEL DE LEON;www.mieldeleon.com;CALLE CANALIZO 20;24250;POBLADURA DE FONTECHA;LEON;
37353;GEJO FERNANDEZ, LUIS CARLOS;;CALLE LOS MACIAS 1  BAJO;49213;FARIZA;ZAMORA;
37833;AMO CONSERVAS;www.amoconservas.com;CALLE JUAN DE TAPIA 2;34450;ASTUDILLO;PALENCIA;
38235;MORCILLAS DE SOTILLO;www.morcillasdesotillo.com;POL. INDUSTRIAL LAS VENTILLAS 49;05420;SOTILLO DE LA ADRADA;AVILA;
38535;MAKEANDO;www.makeandowines.com;CAMINO DE LOS ARCES 14;47130;SIMANCAS;VALLADOLID;
40175;MERMELARTE DEL TIÉTAR;;CARRETERA LA IGLESUELA 6  4º B;05430;ADRADA (LA);AVILA;
40335;LEGUMBRES SANTA SOFIA, S.L.;http://www.legumbresarconada.com;AVENIDA PORTUGAL 42;24750;BAÑEZA (LA);LEON;
144;AGUA DE CORCONTE;www.aguadecorconte.es;CALLE HOZ DE ARREBA S/N;09572;SONCILLO;BURGOS;
335;QUESERIA ARTESANAL CYNARA;www.miqueso.com;CALLE SANTA ALEJANDRA S/N;37230;HINOJOSA DE DUERO;SALAMANCA;
367;BODEGA ANDREA GUTIERREZ FERRERAS;www.bodegasandreagutierrez.com;CARRETERA LA BAÑEZA KM. 13;49618;FUENTE ENCALADA;ZAMORA;
388;BODEGA TIERRA ARANDA;www.vinotierraranda.com;CALLE SAN FRANCISCO;09400;ARANDA DE DUERO;BURGOS;
566;BODEGAS RODERO;www.bodegasrodero.com;CARRETERA BOADA S/N;09314;PEDROSA DE DUERO;BURGOS;
575;BODEGAS SOBREÑO;www.sobreno.com;CARRETERA N-122 KM. 423;49800;TORO;ZAMORA;
758;CARNICAS GREGORIO RODRIGUEZ;www.carnicasgregoriorodriguez.com;CALLE ARRIBA 29;37730;LEDRADA;SALAMANCA;
1207;EMBUTIDOS ARAU;www.embutidosarau.es;CARRETERA LEON-ASTORGA KM. 12;24391;SAN MIGUEL DEL CAMINO;LEON;
1721;HIJOS DE ALBERTO GUTIERREZ;www.dealberto.com;CARRETERA VALDESTILLAS 2;47231;SERRADA;VALLADOLID;AUTORIZADO
2291;HERMI CARNE DE CONEJO;www.grupohermi.com;POL. INDUSTRIAL LA MORA AVDA. LOS ALAMOS 50 51;47193;CISTERNIGA;VALLADOLID;
2383;MORCILLAS LA RIBERA;www.morcillaslaribera.com;CALLE SAN ISIDRO 46;09441;SOTILLO DE LA RIBERA;BURGOS;
2852;REPOSTERIA MONTESORI;www.reposteriamontesori.es;TRAVESIA SABERO-BOÑAR 61;24812;SAELICES DE SABERO;LEON;
2938;BODEGAS RUEDA PEREZ;www.bodegasruedaperez.es;CALLE BOYON 17;47220;POZALDEZ;VALLADOLID;
21875;VALNUT;www.valnut.com;CARRETERA SANTA ESPINA 1;47840;VILLAGARCIA DE CAMPOS;VALLADOLID;
31140;LEGUMBRES UTY;;CARRETERA VIEJA 10;40393;VILLOVELA DE PIRON;SEGOVIA;
31900;REPRESENTACIONES EXCLUSIVAS VILLAGARCIA;www.elpescadordevillagarcia.com;POL. INDUSTRIAL LA MORA C/ PERAL 7 NAVE 2;47193;CISTERNIGA;VALLADOLID;
32860;PANADERIA ARTESANA LABRADOR;www.bwps.es/pupbli/lerma/panaderia-artesana-en-lerma/panaderia-labrador-productos.html;CALLE LOPE DE VEGA 5  ATIC A;09340;LERMA;BURGOS;
33660;CERVEZA MILANA;www.cervezamilana.com;CALLE SANTIBAÑEZ 5;47320;MONTEMAYOR DE PILILLA;VALLADOLID;
35173;EL TURISTA;;CARRETERA LA HINIESTA 3;49192;ROALES;ZAMORA;
40195;TORTILLAS A TU GUSTO;https://www.tortillasatugusto.es;POL. INDUSTRIAL EMILIANO REVILLA, AVDA. SEGOVIA 6;42110;OLVEGA;SORIA;
40455;CARREPRADO;;CALLE TERCIAS 58;34219;ALBA DE CERRATO;PALENCIA;
123;AGROALIMENTARIA DE LA GUAREÑA;www.legumbrestrillo.com;CARRETERA VILLAMOR DE LOS ESCUDEROS S/N;49400;FUENTESAUCO;ZAMORA;
138;QUESOS LAVEGA;www.quesoslavega.com;CARRETERA DE MOSLARES DE LA VEGA KM. 0,4;34126;RENEDO DE LA VEGA;PALENCIA;
154;COBADU;www.cobadu.com;CARRETERA MORALEJA DEL VINO KM. 4;49150;MORALEJA DEL VINO;ZAMORA;
443;BODEGA VOCARRAJE;www.vocarraje.es;CAMINO SAN ROMAN S/N;49810;MORALES DE TORO;ZAMORA;
467;BODEGAS CAMPIÑA;www.bodegascampina.net;CARRETERA TORO-VENIALBO KM. 6,9;49882;VALDEFINJAS;ZAMORA;
563;BODEGAS RIBERA DE PELAZAS;"www.bodegasriberadepelazas.com; www.abadengo.es";CALLE DE LA ERMITA S/N;37175;PEREÑA;SALAMANCA;
710;CANARD;"www.malvasia.com; www.foiegood.com/es/";POL. INDUSTRIAL  LA SOLANILLA S/N;42146;ABEJAR;SORIA;AUTORIZADO
728;CARHESAN;www.carhesan.com;CARRETERA N-110 KM. 282;05540;MUÑANA;AVILA;
859;CAYO RODRIGUEZ;www.cayorodriguez.com;CALLE GUARDIA CIVIL  37;37730;LEDRADA;SALAMANCA;
1090;DE LO NUESTRO ARTESANO;www.delonuestroartesano.com;CARRETERA N-VI KM. 396;24549;CARRACEDELO;LEON;
1116;ORUJOS PANIZO;www.destileriaspanizo.com;CALLE REAL 89;49332;CAMARZANA DE TERA;ZAMORA;
1185;EL COTO RAMOS;www.elcotoramos.es;CAMINO RONJUDIO VALDECABRILLAS S/N APDO. DE CORREOS 12;37770;GUIJUELO;SALAMANCA;
1229;EMBUTIDOS FILI;www.embutidosfili.com;CALLE GUARDIA CIVIL 66;37730;LEDRADA;SALAMANCA;
1367;FERMIN RAMOS;www.ferminramossa.es;PLAZA DEL ALTOZANO 17;37770;GUIJUELO;SALAMANCA;
1846;EMBUTIDOS ELE;www.embutidosele.es;CAMINO DE VILLANUEVA S/N;49192;ROALES;ZAMORA;
2470;PAGOS DE MATANEGRA;www.pagosdematanegra.es;CARRETERA DE SANTA MARIA DEL CAMPO 27;09311;OLMEDILLO DE ROA;BURGOS;
2910;PANADERIA BOLLERIA LOS MELLIZOS;https://panaderialosmellizos.com/;PLAZA POSITO REAL 8;40270;CARBONERO EL MAYOR;SEGOVIA;
2963;S.A.T. SAN PABLO;www.cantaburros.es;CALLE CANTABURROS S/N;09400;ARANDA DE DUERO;BURGOS;
3236;BODEGAS  VALDESNEROS;www.bodegasvaldesneros.com;AVENIDA DE LA PAZ 4;34230;TORQUEMADA;PALENCIA;
3263;VIÑEDOS Y BODEGAS ARTURO GARCIA;www.bodegasarturo.es;CALLE LA ESCUELA  3;24516;PARANDONES (VILLADECANES);LEON;
3276;SANTA TERESA;www.santateresagourmet.com;POL. INDUSTRIAL LAS HERVENCIAS C/ RIO ESLA 50;05004;AVILA;AVILA;
30240;JOALJA PEREZ MORATO;;CALLE MARIA AUXILIADORA 35  9º F;37004;SALAMANCA;SALAMANCA;
31360;BODEGAS VALDEHERMOSO;www.bodegavaldehermoso.com;CARRETERA NAVA DEL REY-RUEDA KM. 12,6;47500;NAVA DEL REY;VALLADOLID;
31940;EMBUTIDOS BURGOS;www.embutidosburgos.es;POL. INDUSTRIAL DE VILLALONQUEJAR C/ LOPEZ BRAVO 43;09001;BURGOS;BURGOS;
33280;EXCLUSIVAS APARICIO;;POL. INDUSTRIAL SEPES, C/ SORGO 28;47100;TORDESILLAS;VALLADOLID;
39575;BOYAMIEL;;CALLE LA ERA 15;49561;BOYA;ZAMORA;
39975;BODEGA VEGA CLARA;https://www.vegaclara.com;BULEVAR ESPIGA 3;47320;TUDELA DE DUERO;VALLADOLID;
